Grado,Apellido Paterno,Apellido Materno,Nombre,Nivel,Institución de Adscripción,Área del Conocimiento
DR.,LOPEZ,CASTRO,GUSTAVO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,HERNANDEZ,MADRID,MIGUEL JESUS,2,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,VILLAGOMEZ,VELAZQUEZ,YANGA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,TELLEZ,VALENCIA,CARLOS ALBERTO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,SCHAFFHAUSER,sin apellido Materno,PHILIPPE MARCEL JEAN-BAPT,2,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DRA.,VENTURA,PATIÑO,MARIA DEL CARMEN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,GONZALEZ,SANTANA,OCTAVIO MARTIN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DRA.,ALBERTO,VILLAVICENCIO,ANGELES,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,MOJICA,MADRIGAL,OSCAR ARIEL,C,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DRA.,MEJIA,GUADARRAMA,LETICIA ISABEL,1,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,CORONA,MORALES,NESTOR,C,"EL COLEGIO DE MICHOACAN, A.C.",Área V: CIENCIAS SOCIALES
DR.,TIWARI,sin apellido Materno,DHIRENDRA KUMAR,C,"EL COLEGIO DE MICHOACAN, A.C.",Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,HERREJON,PEREDO,CARLOS,3,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MIRANDA,GODINEZ,FRANCISCO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MONZON,GARCIA,MARIA CRISTINA,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,JACINTO,ZAVALA,AGUSTIN,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MUMMERT,FULMER,GAIL ROBERTA,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,DIEGO-FERNANDEZ,SOTELO,RAFAEL,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEREZ,MARTINEZ,HERON,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,OCHOA,SERRANO,ALVARO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,WILLIAMS,MARTINEZ,EDUARDO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ZARATE,HERNANDEZ,JOSE EDUARDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CRAMAUSSEL,VALLET,CHANTAL MARIE JOSE MADELE,3,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALVAREZ,SUAREZ,SALVADOR ALFREDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROTH,SENEFF,ANDREW JOHN,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CALDERON,MOLGORA,MARCO ANTONIO JOSE,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SERRANO,ORTEGA,JOSE ANTONIO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,SIGAUT,VALENZUELA,NELIDA ESTER,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CARRILLO,CAZARES,ALBERTO,3,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,OIKION,SOLANO,VERONICA,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SANCHEZ,RODRIGUEZ,MARTIN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MALDONADO,ARANDA,SALVADOR,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,UZETA,ITURBIDE,JORGE,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROSKAMP,sin apellido Materno,JOHANNES HUBERTUS CORNELI,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CHAVEZ,TORRES,MARTHA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ROMO DE VIVAR,GAYOL,VICTOR ROGERIO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LIFFMAN,sin apellido Materno,PAUL MICHAEL,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GARCIA,SANCHEZ,MAGDALENA AMALIA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,FILINI,sin apellido Materno,AGAPI,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CARDENAS,GARCIA,EFRAIN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MALDONADO,ALVAREZ,BLANCA ESTELA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,HEREDIA,ESPINOZA,VERENICE YUNUEN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ARAIZA,HERNANDEZ,ELIZABETH,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HERNANDEZ,LOPEZ,JOSE DE JESUS,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BECERRIL,QUINTANA,OFELIA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LOPEZ,AVALOS,MARTIN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ARRIOJA,DIAZ VIRUELL,LUIS ALBERTO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CALVO,sin apellido Materno,THOMAS,3,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MONTES,VEGA,OCTAVIO AUGUSTO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ZAMORANO,VILLARREAL,GABRIELA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MACHUCA,CHAVEZ,CLAUDIA PAULINA,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RABY,sin apellido Materno,DOMINIQUE,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ESPARZA,LOPEZ,JUAN RODRIGO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,YEH,sin apellido Materno,RIHAN WEN XIN,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,NARCHI,NARCHI,NEMER EDUARDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ENGLEHARDT,sin apellido Materno,JOSHUA DEEB,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,JIMENEZ,IZARRARAZ,MARIA ANTONIETA,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,LOPEZ,VALENCIA,LEOPOLDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALCAUTER,GUZMAN,JOSE LUIS,C,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CORTES,MARQUEZ,NUBIA,C,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MAY,CRESPO,JOSE FERNANDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área VII: INGENIERÍAS
DR.,MIRANDA,ACKERMAN,MARCO AUGUSTO,C,"EL COLEGIO DE MICHOACAN, A.C.",Área VII: INGENIERÍAS
DR.,GONZALEZ,IBARRA,JUAN DE DIOS,2,EL COLEGIO DE MORELOS,Área V: CIENCIAS SOCIALES
DR.,TAMAYO,PEREZ,LUIS,2,EL COLEGIO DE MORELOS,Área V: CIENCIAS SOCIALES
DRA.,HIJAR,MEDINA,MARTHA CECILIA,3,EL COLEGIO DE MORELOS,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED.,RICHARDSON,LOPEZ,VESTA LOUISE,1,EL COLEGIO DE MORELOS,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR.,CHAVEZ,ZICHINELLI,CARLOS ALBERTO,C,"EL COLEGIO DE PUEBLA, A.C.",Área II: BIOLOGÍA Y QUÍMICA
DR.,ORTIZ,ESPEJEL,BENJAMIN,1,"EL COLEGIO DE PUEBLA, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MORALES,MORA,MIGUEL ANGEL,1,"EL COLEGIO DE PUEBLA, A.C.",Área VII: INGENIERÍAS
DR.,ZAVALA,sin apellido Materno,JOSE SANTOS,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DRA.,SERRANO,CABALLERO,ENRIQUETA,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,AGUILERA,ONTIVEROS,ANTONIO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,CONTRERAS,MANRIQUE,JULIO CESAR,2,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,GUZMAN,CHAVEZ,MAURICIO GENET,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,CUADRA,MONTIEL,HECTOR,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,BORJAS,GARCIA,HUGO ALEJANDRO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,SANTACRUZ,DE LEON,GERMAN,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,CONTRERAS,ALCANTARA,JAVIER,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,MADRIGAL,GONZALEZ,DAVID,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,TALLEDOS,SANCHEZ,EDGAR,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DRA.,LUNA,BLANCO,MONICA ADRIANA,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,MORAN,ESCAMILLA,JORGE DAMIAN,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,LOPEZ,BARCENAS,FRANCISCO JAVIER,1,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DRA.,ANZALDO,MONTOYA,MONICA,C,"EL COLEGIO DE SAN LUIS, A.C.",Área V: CIENCIAS SOCIALES
DR.,VELAZQUEZ,ZAPATA,JUAN ALBERTO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DRA.,LOPEZ,ALVAREZ,BRISEIDA,C,"EL COLEGIO DE SAN LUIS, A.C.",Área I: FISICO-MATEMÁTICAS Y CIENCIAS DE LA TIERRA
DR.,ALANIS,ENCISO,FERNANDO SAUL,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RUIZ,MEDRANO,CARLOS RUBEN,2,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RUIZ,GUADALAJARA,JUAN CARLOS,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ALVARADO,SOLIS,NEYRA PATRICIA,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MORA,LEDESMA,MARIA ISABEL,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,MONROY,CASTILLO,MARIA ISABEL,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,PEÑA DE PAZ,sin apellido Materno,FRANCISCO JAVIER,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MAISTERRENA,ZUBIRAN,JOSE JAVIER,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,PEREZ,ORESTA,2,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GAMEZ,RODRIGUEZ,MOISES,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CAÑEDO,GAMBOA,SERGIO ALEJANDRO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,ZAVALA,GOMEZ DEL CAMPO,MERCEDES,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RANGEL,SILVA,JOSE ALFREDO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VAZQUEZ,SALGUERO,DAVID EDUARDO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CAJERO,VAZQUEZ,ANTONIO,2,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CARREGHA,LAMADRID,MARIA DE LA LUZ,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GUTIERREZ,DEL ANGEL,ARTURO HUMBERTO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RODRIGUEZ,GONZALEZ,YLIANA,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,HERNANDEZ,SOUBERVIELLE,JOSE ARMANDO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CARRANZA,VERA,CLAUDIA VERONICA,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,CHAVARIN,GONZALEZ,MARCO ANTONIO,1,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,RAMIREZ,CRUZ,ISRAEL,C,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CARRILLO,ESPINOSA,MARIA,C,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BUDA,ARANGO,GABRIELA,C,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LOPEZ,TORRES,NORA DANIRA,C,"EL COLEGIO DE SAN LUIS, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,DENMAN,CHAMPION,KATHLEEN ANN,3,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,PINEDA,PABLOS,NICOLAS,2,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,HARO,ENCINAS,JESUS ARMANDO,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,COVARRUBIAS,VALDENEGRO,ALEX,2,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,BRACAMONTE,SIERRA,ALVARO,2,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,VALDEZ,GARDEA,GLORIA CIRIA,2,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,ARANDA,GALLEGOS,PATRICIA,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,CASTRO,VASQUEZ,MARIA DEL CARMEN,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,POOM,MEDINA,JUAN,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,SALAZAR,ADAMS,JESUS ALEJANDRO,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,DIAZ,CARAVANTES,ROLANDO ENRIQUE,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,CASTRO,LUQUE,ANA LUCIA,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,RODRIGUEZ,GAMEZ,LIZ ILEANA,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,PEÑA,MANCILLAS,VICTOR SAMUEL,1,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,MENDEZ,BARRON,ROSANA,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,CALVARIO,PARRA,JOSE EDUARDO,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,GLOCKNER,FAGETTI,VALENTINA,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,NAVARRO,NAVARRO,LUIS ALAN,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DRA.,LUTZ,LEY,AMERICA NALLELY,C,EL COLEGIO DE SONORA,Área V: CIENCIAS SOCIALES
DR.,MORENO,VAZQUEZ,JOSE LUIS,2,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,ALMADA,BAY,IGNACIO LORENZO,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,BORRERO,SILVA,MARIA DEL VALLE,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,TREJO,CONTRERAS,ZULEMA,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MEDINA,BUSTOS,JOSE MARCOS,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,PADILLA,CALDERON,ESTHER,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,GRIJALVA,DIAZ,ANA ISABEL,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,RAMIREZ,ZAVALA,ANA LUZ,1,EL COLEGIO DE SONORA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,VERA,VAZQUEZ,RODRIGO,1,EL COLEGIO DE TAMAULIPAS,Área V: CIENCIAS SOCIALES
DRA.,DOMINGUEZ,ARTEAGA,ROSA AMELIA,C,EL COLEGIO DE TAMAULIPAS,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,CAZARIN,MARTINEZ,ANGELICA,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,VAZQUEZ,VAZQUEZ,JOSE DIONICIO,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DRA.,COLLIN,HARGUINDEGUY,LAURA BEATRIZ TERESA,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,CUECUECHA,MENDOZA,ALFREDO,2,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,CORTEZ,YACILA,HECTOR MANUEL,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DRA.,HERNANDEZ,RODRIGUEZ,MARIA DE LOURDES,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,HERNANDEZ,HERNANDEZ,DANIEL,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,RACCANELLO,sin apellido Materno,KRISTIANO,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,MONTALVO,VARGAS,RAMOS,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,PEREZ,SANCHEZ,ALFONSO,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,IBARRA,LOPEZ,IGNACIO,C,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,LOPEZ,ZAMORA,RAFAEL DE JESUS,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,CERON,VARGAS,JOSE ARTURO,1,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,RIOS,ELORZA,SERAFIN,C,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DRA.,PEREZ,SERRANO,ADRIANA MONTSERRAT,C,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,LINDOR,sin apellido Materno,MOISE,C,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,FLORES,DOMINGUEZ,ANGEL DAVID,C,"EL COLEGIO DE TLAXCALA, A.C.",Área V: CIENCIAS SOCIALES
DR.,YANES,DIAZ,GONZALO,2,"EL COLEGIO DE TLAXCALA, A.C.",Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,MURRIETA,GALINDO,RENE,C,EL COLEGIO DE VERACRUZ,Área II: BIOLOGÍA Y QUÍMICA
DR.,MARIN,MUÑIZ,JOSE LUIS,C,EL COLEGIO DE VERACRUZ,Área II: BIOLOGÍA Y QUÍMICA
DRA.,VALDES,RODRIGUEZ,OFELIA ANDREA,1,EL COLEGIO DE VERACRUZ,Área VI: BIOTECNOLOGÍA Y CIENCIAS AGROPECUARIAS
DRA.,NAVA,TABLADA,MARTHA ELENA,2,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DRA.,RUELAS,MONJARDIN,LAURA CELINA,1,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DR.,AYALA,SANCHEZ,ALFONSO,1,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DR.,ESCOBAR,GALINDO,GERARDO,1,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DRA.,PIÑAR,ALVAREZ,MARIA DE LOS ANGELES,1,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DR.,LASCURAIN,FERNANDEZ,MAURICIO,C,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DR.,HERNANDEZ,CORTEZ,NOE,C,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DR.,ANDRADE,SANCHEZ,JUSTINO EDUARDO,1,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DRA.,WOJTAROWSKI,LEAL,ASTRID,C,EL COLEGIO DE VERACRUZ,Área V: CIENCIAS SOCIALES
DRA.,SANCHEZ,CRUZ,ELIDA,C,EL COLEGIO DE VERACRUZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,SOTO,ORTIZ,JOSE LUIS,C,EL COLEGIO DE VERACRUZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA.,LEON,ESTRADA,XOCHITL DEL ALBA,C,EL COLEGIO DE VERACRUZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR.,GRACIA,HERNANDEZ,MAXIMILIANO,1,EL COLEGIO DEL ESTADO DE HIDALGO,Área V: CIENCIAS SOCIALES
DR.,VELAZQUEZ,GARCIA,MARIO ALBERTO,1,EL COLEGIO DEL ESTADO DE HIDALGO,Área V: CIENCIAS SOCIALES
DR.,PEREZ,MARCIAL,CESAR RAUL,1,EL COLEGIO DEL ESTADO DE HIDALGO,Área V: CIENCIAS SOCIALES
DR.,CRUZ,ISLAS,IGNACIO CESAR,1,EL COLEGIO DEL ESTADO DE HIDALGO,Área V: CIENCIAS SOCIALES
